College                         			 					,Rating               			,Location									,Affiliate 					,Average Fee 								,Exam Accepted								,Review									
"University of Kalyani, Kalyani","5.9/10","Kalyani, West Bengal","UGC","₹14.2 K / yr BE/B.Tech - avg fe...",,"2.4 / 5 3 reviews"
"Indian Institute of Information Technology Design & Manufacturing - [IIITDM], Chennai","5.9/10","Chennai, Tamil Nadu","AICTE","₹15.2 K / yr BE/B.Tech - avg fe...",,"4.1 / 5 7 reviews"
"Pillai HOC College of Engineering and Technology - [PHCET], Khalapur","5.9/10","Khalapur, Maharashtra","AICTE","₹94.2 K / yr BE/B.Tech - avg fe...",,"3.5 / 5 21 reviews"
"Parala Maharaja Engineering College - [PMEC], Berhampur","5.9/10","Berhampur, Orissa","AICTE","₹30.4 K / yr BE/B.Tech - avg fe...",,"3.4 / 5 9 reviews"
"Rajkiya Engineering College - [REC], Gorakhpur","5.9/10","Gorakhpur, Uttar Pradesh","AICTE","-- BE/B.Tech",,""
"Institute of Technology - [IT], Korba","5.9/10","Korba, Chhattisgarh","AICTE","₹66.3 K / yr BE/B.Tech - avg fe...",,""
"Government Engineering College - [GEC], Bhavnagar","5.9/10","Bhavnagar, Gujarat","AICTE","₹1.5 K / yr BE/B.Tech - avg fe...",,""
"Government Engineering College - [GEC], Bharuch","5.9/10","Bharuch, Gujarat","AICTE","₹1.5 K / yr BE/B.Tech - avg fe...",,""
"Government Engineering College, Ajmer","5.9/10","Ajmer, Rajasthan","AICTE","₹50 K / yr BE/B.Tech - avg fe...",,"3.1 / 5 24 reviews"
"Government College of Engineering and Research, Pune","5.9/10","Pune, Maharashtra","AICTE","₹24.6 K / yr BE/B.Tech - avg fe...",,""
"College of Engineering Adoor - [CEA], Pathanamthitta","5.9/10","Pathanamthitta, Kerala","AICTE","₹43 K / yr BE/B.Tech - avg fe...",,"3.8 / 5 5 reviews"
"Bipin Tripathi Kumaon Institute of Technology, Almora","5.9/10","Almora, Uttarakhand","AICTE","₹41.9 K / yr BE/B.Tech - avg fe...",,"3.2 / 5 7 reviews"
"Government College of Engineering, Bhawanipatna","5.9/10","Bhawanipatna, Orissa","AICTE","₹44.4 K / yr BE/B.Tech - avg fe...",,"4.1 / 5 6 reviews"
"KCG College Of technology, Chennai","5.9/10","Chennai, Tamil Nadu","AICTE","₹90.8 K / yr BE/B.Tech - avg fe...",,"3.7 / 5 8 reviews"
"J.B. Institute of Engineering & Technology - [JBIET], Hyderabad","5.9/10","Hyderabad, Telangana","AICTE, NAAC","₹48.9 K / yr BE/B.Tech - avg fe...",,"3.4 / 5 24 reviews"
"Vel Tech Multi Tech Dr. Rangarajan Dr. Sakunthala Engineering College, Chennai","5.9/10","Chennai, Tamil Nadu","NAAC-A","₹41.3 K / yr BE/B.Tech - avg fe...",,"2.9 / 5 14 reviews"
"Bansal Institute of Science and Technology - [BIST], Bhopal","5.9/10","Bhopal, Madhya Pradesh","AICTE","₹60 K / yr BE/B.Tech - avg fe...",,"3.3 / 5 26 reviews"
"Chameli Devi School of Engineering - [CDSE], Indore","5.9/10","Indore, Madhya Pradesh","AICTE","₹65 K / yr BE/B.Tech - avg fe...",,""
"Sri Sai Ram Engineering College - [SSEC], Chennai","5.9/10","Chennai, Tamil Nadu","AICTE, NBA","₹28.5 K / yr BE/B.Tech - avg fe...",,"3 / 5 1 reviews"
"Dayanand Sagar College of Engineering - [DSCE], Bangalore","5.9/10","Bangalore, Karnataka","AICTE, UGC, NBA, NAAC-A","₹63.6 K / yr BE/B.Tech - avg fe...",,"3.9 / 5 49 reviews"
"Department of Instrumentation Technology Kurukshetra University, Kurukshetra","5.9/10","Kurukshetra, Haryana","PCI, AICTE","₹40 K / yr BE/B.Tech - avg fe...",,"1.4 / 5 1 reviews"
"MIC College of Technology, Krishna","5.9/10","Krishna, Andhra Pradesh","AICTE, NBA","₹30 K / yr BE/B.Tech - avg fe...",,"4.2 / 5 2 reviews"
"Shri Shankaracharya Institute of Technology and Management - [SSITM], Bhilai","5.9/10","Bhilai, Chhattisgarh","AICTE","₹70.3 K / yr BE/B.Tech - avg fe...",,"3.4 / 5 8 reviews"
"University College of Engineering, Kakatiya University, Warangal","5.9/10","Warangal, Telangana","AICTE","₹10 K / yr BE/B.Tech - avg fe...",,""
"Gayatri Vidya Parishad College of Engineering For Women - [GVPW], Visakhapatnam","5.9/10","Visakhapatnam, Andhra Pradesh","AICTE","₹1.06 L / yr BE/B.Tech - avg fe...",,"4 / 5 3 reviews"
"Government Engineering College, Palanpur","5.9/10","Palanpur, Gujarat","AICTE","-- BE/B.Tech",,""
"Guru Nanak Dev University Regional Campus, Gurdaspur","5.9/10","Gurdaspur, Punjab","AICTE, UGC","₹96.1 K / yr BE/B.Tech - avg fe...",,""
"Gurukula Kangri Vishwavidyalaya Faculty of Engineering & Technology, Haridwar","5.9/10","Haridwar, Uttarakhand","AICTE, NAAC","-- BE/B.Tech",,""
"Gyan Ganga Institute of Technology and Sciences, Jabalpur","5.9/10","Jabalpur, Madhya Pradesh","AICTE","₹62 K / yr BE/B.Tech - avg fe...",,"3.6 / 5 24 reviews"
"Mahatma Gandhi Mission's College of Engineering and Technology - [MGMCET], Navi Mumbai","5.9/10","Navi Mumbai, Maharashtra","AICTE, NBA","₹85.6 K / yr BE/B.Tech - avg fe...",,"2.9 / 5 31 reviews"
"Bahra Faculty of Engineering & Technology - [BFE], Patiala","5.9/10","Patiala, Punjab","AICTE","₹85 K / yr BE/B.Tech - avg fe...",,""
"Padmabhushan Vasantdada Patil Pratishthan's College of Engineering - [PVPPCOE], Mumbai","5.9/10","Mumbai, Maharashtra","AICTE, NBA","₹92 K / yr BE/B.Tech - avg fe...",,""
"Pandit Deendayal Petroleum University School of Technology - [PDPU SOT], Gandhi Nagar","5.9/10","Gandhi Nagar, Gujarat","AICTE","₹2.44 L / yr BE/B.Tech - avg fe...",,"4.2 / 5 10 reviews"
"Panimalar Institute of Technology-[PIT], Chennai","5.9/10","Chennai, Tamil Nadu","AICTE","₹70 K / yr BE/B.Tech - avg fe...",,""
"Matrusri Engineering College, Hyderabad","5.9/10","Hyderabad, Telangana","AICTE","₹67 K / yr BE/B.Tech - avg fe...",,""
"P.K. Institute of Technology - [PKIT], Mathura","5.9/10","Mathura, Uttar Pradesh","AICTE","₹71.4 K / yr BE/B.Tech - avg fe...",,""
"Truba Institute of Engineering and Information Technology - [TIEIT], Bhopal","5.9/10","Bhopal, Madhya Pradesh","AICTE","₹60 K / yr BE/B.Tech - avg fe...",,"3.9 / 5 22 reviews"
"University Institute of Engineering and Technology - [UIET], Kanpur","5.9/10","Kanpur, Uttar Pradesh","AICTE","₹12.5 K / yr BE/B.Tech - avg fe...",,""
"Global Engineering College, Jabalpur","5.9/10","Jabalpur, Madhya Pradesh","AICTE","₹47 K / yr BE/B.Tech - avg fe...",,"4 / 5 8 reviews"
"Sanjay Ghodawat Institute of Technology Management and Research - [SGITMR], Kolhapur","5.9/10","Kolhapur, Maharashtra","AICTE","₹40.6 K / yr BE/B.Tech - avg fe...",,"3.8 / 5 9 reviews"
"Acropolis Technical Campus, Indore","5.9/10","Indore, Madhya Pradesh","AICTE","₹63 K / yr BE/B.Tech - avg fe...",,"3.5 / 5 9 reviews"
"Shree LR Tiwari College of Engineering - [SLRTCE], Thane","5.9/10","Thane, Maharashtra","AICTE","₹85.1 K / yr BE/B.Tech - avg fe...",,"3.3 / 5 8 reviews"
"Vidyalankar Institute of Technology - [VIT], Mumbai","5.9/10","Mumbai, Maharashtra","AICTE","₹1.36 L / yr BE/B.Tech - avg fe...",,"3.9 / 5 38 reviews"
"Vidyavardhini's College of Engineering and Technology - [VCET], Palghar","5.9/10","Palghar, Maharashtra","AICTE","₹93.2 K / yr BE/B.Tech - avg fe...",,""
"KIET Group of Institutions - [KIET], Ghaziabad","5.8/10","Ghaziabad, Uttar Pradesh","AICTE, NBA, NAAC-A","₹1.16 L / yr BE/B.Tech - avg fe...",,"4.1 / 5 71 reviews"
"Assam Engineering College - [AEC], Guwahati","5.7/10","Guwahati, Assam","AICTE","₹9.5 K / yr BE/B.Tech - avg fe...",,""
"Maulana Azad College of Engineering and Technology - [MACET], Patna","5.7/10","Patna, Bihar","AICTE","₹70 K / yr BE/B.Tech - avg fe...",,""
"Vishwakarma Institute of Technology - [VIT] Bibwewadi, Pune","5.7/10","Pune, Maharashtra","BCI, AICTE, NAAC, NBA, MHRD","₹1.41 L / yr BE/B.Tech - avg fe...",,"3.7 / 5 28 reviews"
"Cochin University of Science and Technology - [CUSAT], Kochi","5.7/10","Kochi, Kerala","AICTE, UGC, NAAC-A","₹43.1 K / yr BE/B.Tech - avg fe...",,"3.8 / 5 35 reviews"
"JECRC University - [JU], Jaipur","5.7/10","Jaipur, Rajasthan","AICTE, UGC","₹1.53 L / yr BE/B.Tech - avg fe...",,"4.2 / 5 23 reviews"
"Babu Banarasi Das National Institute of Technology & Management - [BBDNITM], Lucknow","5.7/10","Lucknow, Uttar Pradesh","AICTE","₹1.13 L / yr BE/B.Tech - avg fe...",,"3.5 / 5 62 reviews"
"Vishwakarma Government Engineering College - [VGEC], Ahmedabad","5.7/10","Ahmedabad, Gujarat","AICTE","₹6.1 K / yr BE/B.Tech - avg fe...",,"4 / 5 42 reviews"
"DIT University - [DIT], Dehradun","5.7/10","Dehradun, Uttarakhand","AICTE, UGC, AIU","₹2.03 L / yr BE/B.Tech - avg fe...",,"3.9 / 5 50 reviews"
"CEPT University, Ahmedabad","5.6/10","Ahmedabad, Gujarat","AICTE, UGC","₹2.8 L / yr BE/B.Tech - avg fe...",,"3.8 / 5 4 reviews"
"Ranchi University, Ranchi","5.6/10","Ranchi, Jharkhand","UGC, NAAC-B","₹22.3 K / yr BE/B.Tech - avg fe...",,"2 / 5 2 reviews"
"Gauhati University - [GU], Guwahati","5.6/10","Guwahati, Assam","AICTE, NAAC, UGC","₹22.3 K / yr ME/M.Tech - avg fe...",,""
"RP Sharma Institute of Technology, Patna","5.6/10","Patna, Bihar","AICTE","₹85 K / yr BE/B.Tech - avg fe...",,"3.2 / 5 5 reviews"
"Alard College of Engineering and Management - [ACEM], Pune","5.5/10","Pune, Maharashtra","AICTE","₹74.3 K / yr BE/B.Tech - avg fe...",,"3.3 / 5 3 reviews"
"Jaipur National University - [JNU], Jaipur","5.4/10","Jaipur, Rajasthan","AICTE, NAAC, UGC","₹1.06 L / yr BE/B.Tech - avg fe...",,"3.5 / 5 49 reviews"
"GH Raisoni College of Engineering - [GHRCE], Nagpur","5.4/10","Nagpur, Maharashtra","AICTE, NBA, NAAC-A","₹1.16 L / yr BE/B.Tech - avg fe...",,"3.4 / 5 32 reviews"
"Chandigarh University - [CU], Chandigarh","5.4/10","Chandigarh, Chandigarh","AICTE, UGC, AIU","₹1.59 L / yr BE/B.Tech - avg fe...",,"4.1 / 5 66 reviews"
"Birla Institute of Technology - [BIT], Patna","5.4/10","Patna, Bihar","AICTE","₹2.15 L / yr BE/B.Tech - avg fe...",,"3.7 / 5 15 reviews"
"Acharya Institute of Technology - [AIT], Bangalore","5.4/10","Bangalore, Karnataka","AICTE, NBA","₹90.9 K / yr BE/B.Tech - avg fe...",,"3.9 / 5 51 reviews"
"Techno India College of Technology, Kolkata","5.4/10","Kolkata, West Bengal","AICTE, MHRD","₹43.5 K / yr BE/B.Tech - avg fe...",,"3.6 / 5 26 reviews"
"Amity School of Engineering & Technology, New Delhi","5.4/10","New Delhi, Delhi NCR","AICTE, BCI","₹99 K / yr BE/B.Tech - avg fe...",,"3.3 / 5 24 reviews"
"Scholar's Institute of Technology and Management - [SITM], Guwahati","5.4/10","Guwahati, Assam","AICTE","₹1.14 L / yr BE/B.Tech - avg fe...",,
"Hindustan Institute of Technology and Science - [HITS], Chennai","5.3/10","Chennai, Tamil Nadu","COA, UGC, NBA, NAAC-A, AIU","₹1.57 L / yr BE/B.Tech - avg fe...",,"3.8 / 5 29 reviews"
"Chandigarh Group of Colleges - [CGC] Landran, Mohali","5.3/10","Mohali, Punjab","AICTE, NBA, NAAC-A","₹87 K / yr BE/B.Tech - avg fe...",,"4 / 5 42 reviews"
"IES College of Technology, Bhopal","5.2/10","Bhopal, Madhya Pradesh","AICTE","₹55 K / yr BE/B.Tech - avg fe...",,"3.8 / 5 6 reviews"
"Uttar Banga Krishi Vishwavidyalaya - [UBKV], Cooch Behar","5.2/10","Cooch Behar, West Bengal","AICTE, UGC","₹31.4 K / yr BE/B.Tech - avg fe...",,""
"West Bengal University of Animal and Fishery Sciences, Kolkata","5.2/10","Kolkata, West Bengal","","₹5.81 K / yr BE/B.Tech - avg fe...",,
"Shivaji University - [SUK], Kolhapur","5.2/10","Kolhapur, Maharashtra","UGC, NAAC-A","₹76.1 K / yr BE/B.Tech - avg fe...",,"3.9 / 5 12 reviews"
"Dr. Ram Manohar Lohia Avadh University - [RMLAU], Faizabad","5.2/10","Faizabad, Uttar Pradesh","AICTE, NAAC, UGC","₹50 K / yr BE/B.Tech - avg fe...",,""
"Future Institute of Engineering and Management - [FIEM], Kolkata","5.2/10","Kolkata, West Bengal","AICTE","₹90.5 K / yr BE/B.Tech - avg fe...",,""
"Amity University, Lucknow","5.2/10","Lucknow, Uttar Pradesh","AICTE, UGC, NAAC-A","₹2.21 L / yr BE/B.Tech - avg fe...",,"4 / 5 38 reviews"
"Mahakal Institute of Technology and Science - [MITS], Ujjain","5.2/10","Ujjain, Madhya Pradesh","AICTE","₹55.4 K / yr BE/B.Tech - avg fe...",,""
"Jawaharlal Nehru Engineering College - [JNEC], Aurangabad","5.2/10","Aurangabad, Maharashtra","AICTE, NAAC-A","₹81 K / yr BE/B.Tech - avg fe...",,"3.7 / 5 13 reviews"
"Kavikulguru Institute of Technology and Science - [KITS], Nagpur","5.2/10","Nagpur, Maharashtra","AICTE","₹88 K / yr BE/B.Tech - avg fe...",,"3.7 / 5 10 reviews"
"Om Institute of Technology and Management, Hisar","5.2/10","Hisar, Haryana","AICTE","-- BE/B.Tech",,"3.3 / 5 6 reviews"
"KVASU, College of Dairy Science and Technology Mannuthy - [CDST], Thrissur","5.2/10","Thrissur, Kerala","ICAR","₹1.54 L / yr BE/B.Tech - avg fe...",,""
"Kelappaji College of Agricultural Engineering & Technology - [KCAET] Tavanur, Malappuram","5.2/10","Malappuram, Kerala","ICAR","₹62.6 K / yr BE/B.Tech - avg fe...",,""
"Stanley College of Engineering and Technology for Women - [SCETW], Hyderabad","5.2/10","Hyderabad, Telangana","AICTE","₹62 K / yr BE/B.Tech - avg fe...",,"4.1 / 5 3 reviews"
"Quantum School of Technology - [QST], Dehradun","5.2/10","Dehradun, Uttarakhand","AICTE","₹1.15 L / yr BE/B.Tech - avg fe...",,"3.2 / 5 10 reviews"
"Mittal Institute of Technology - [MIT], Bhopal","5.2/10","Bhopal, Madhya Pradesh","AICTE","₹50 K / yr BE/B.Tech - avg fe...",,""
"Shivdan Singh Institute of Technology and Management - [SEG], Aligarh","5.2/10","Aligarh, Uttar Pradesh","AICTE, NBA","₹41.2 K / yr BE/B.Tech - avg fe...",,"1.5 / 5 4 reviews"
"Vaagdevi Engineering college - [VEC], Warangal","5.2/10","Warangal, Telangana","AICTE","₹40 K / yr BE/B.Tech - avg fe...",,"3.3 / 5 3 reviews"
"ACE Engineering College - [ACEEC], Hyderabad","5.2/10","Hyderabad, Telangana","AICTE, NBA","₹35 K / yr BE/B.Tech - avg fe...",,"3.6 / 5 17 reviews"
"ANA College of Engineering & Management - [ANA], Bareilly","5.2/10","Bareilly, Uttar Pradesh","AICTE","₹88.6 K / yr BE/B.Tech - avg fe...",,""
"Aalim Muhammed Salegh College of Engineering - [AALIMEC], Chennai","5.2/10","Chennai, Tamil Nadu","AICTE, NBA","₹29.2 K / yr BE/B.Tech - avg fe...",,""
"Acropolis Institute of Technology and Research - [AITR], Bhopal","5.2/10","Bhopal, Madhya Pradesh","AICTE","₹67.2 K / yr BE/B.Tech - avg fe...",,"3.7 / 5 3 reviews"
"Adhiparasakthi Engineering College - [APEC], Kanchipuram","5.2/10","Kanchipuram, Tamil Nadu","AICTE, NBA, NAAC-A","₹10 K / yr BE/B.Tech - avg fe...",,"3.1 / 5 6 reviews"
"Adhiyamaan College of Engineering, Krishnagiri","5.2/10","Krishnagiri, Tamil Nadu","AICTE, NAAC, UGC, NBA","-- BE/B.Tech",,"3.7 / 5 13 reviews"
"Adi Shankara Institute of Engineering and Technology - [ASIET] Kalady, Ernakulam","5.2/10","Ernakulam, Kerala","AICTE","₹1.18 L / yr BE/B.Tech - avg fe...",,"3.9 / 5 9 reviews"
"Adichunchanagiri Institute of Technology- [AIT], Chikmagalur","5.2/10","Chikmagalur, Karnataka","AICTE","₹64.4 K / yr ME/M.Tech - avg fe...",,""
"Aditya Engineering College - [AEC] Surampalem, East Godavari","5.2/10","East Godavari, Andhra Pradesh","AICTE, NBA, NAAC-A","₹30 K / yr BE/B.Tech - avg fe...",,"3.9 / 5 44 reviews"
"Aditya Institute of Technology and Management -[AITAM], Tekkali","5.2/10","Tekkali, Andhra Pradesh","AICTE, NAAC","₹30 K / yr BE/B.Tech - avg fe...",,"3.4 / 5 21 reviews"
"Advanced College of Technology and Management - [ACTM], Palwal","5.2/10","Palwal, Haryana","AICTE","₹62.5 K / yr BE/B.Tech - avg fe...",,""
"Alamuri Ratnamala Institute of Engineering and Technology - [ARMIET], Thane","5.2/10","Thane, Maharashtra","AICTE","₹96.5 K / yr BE/B.Tech - avg fe...",,"3.3 / 5 31 reviews"
"Aligarh College of Engineering and Technology - [ACET], Aligarh","5.2/10","Aligarh, Uttar Pradesh","AICTE","₹91.4 K / yr BE/B.Tech - avg fe...",,""
"Alpha College of Engineering, Bangalore","5.2/10","Bangalore, Karnataka","AICTE","₹38 K / yr BE/B.Tech - avg fe...",,"2.9 / 5 6 reviews"
"Ambala College of Engineering and Applied Research, Ambala","5.2/10","Ambala, Haryana","AICTE","₹63.4 K / yr BE/B.Tech - avg fe...",,"3.5 / 5 13 reviews"
"Amrita Sai Institute of Science and Technology - [ASIST], Krishna","5.2/10","Krishna, Andhra Pradesh","AICTE, NAAC-A","₹50.2 K / yr BE/B.Tech - avg fe...",,"2.8 / 5 4 reviews"
"Amrutvahini College of Engineering - [AVCOE] Sangamner, Ahmed Nagar","5.2/10","Ahmed Nagar, Maharashtra","AICTE, NBA","₹78.1 K / yr BE/B.Tech - avg fe...",,"4.1 / 5 13 reviews"
"Anand Engineering College - [AEC], Agra","5.2/10","Agra, Uttar Pradesh","AICTE","₹94.3 K / yr BE/B.Tech - avg fe...",,"3.6 / 5 29 reviews"
"Anand Institute of Higher Technology - [AIHT], Chennai","5.2/10","Chennai, Tamil Nadu","AICTE, NBA","₹70 K / yr BE/B.Tech - avg fe...",,"3.1 / 5 13 reviews"
"Andhra Loyola Institute of Engineering - [ALIET], Vijayawada","5.2/10","Vijayawada, Andhra Pradesh","AICTE","₹50.2 K / yr BE/B.Tech - avg fe...",,"1.6 / 5 1 reviews"
"Anjalai Ammal Mahalingam Engineering College, Thiruchirapalli","5.2/10","Thiruchirapalli, Tamil Nadu","AICTE, NBA","₹30 K / yr BE/B.Tech - avg fe...",,"3.7 / 5 9 reviews"
"Anjuman Institute of Technology and Management - [AITM], Bhatkal","5.2/10","Bhatkal, Karnataka","AICTE","₹55 K / yr BE/B.Tech - avg fe...",,""
"Arunai Engineering College - [AEC], Tiruvannamalai","5.2/10","Tiruvannamalai, Tamil Nadu","AICTE, NAAC, NBA","₹66.4 K / yr BE/B.Tech - avg fe...",,""
"Arya College of Engineering & Research Centre - [ACERC], Jaipur","5.2/10","Jaipur, Rajasthan","AICTE","₹78.1 K / yr BE/B.Tech - avg fe...",,"3.1 / 5 11 reviews"
"Audisankara College of Engineering for Women, Nellore","5.2/10","Nellore, Andhra Pradesh","","-- BE/B.Tech",,
"Audisankara Institute of Technology Gudur - [ASIT], Nellore","5.2/10","Nellore, Andhra Pradesh","AICTE, NBA, NAAC-A","₹54 K / yr BE/B.Tech - avg fe...",,"4 / 5 3 reviews"
"Avanthi Institute of Engineering and Technology - [AIET], Visakhapatnam","5.2/10","Visakhapatnam, Andhra Pradesh","AICTE, NBA","₹37.6 K / yr BE/B.Tech - avg fe...",,"3 / 5 16 reviews"
"Avanthi Institute of Engineering and Technology - [AIET], Hyderabad","5.2/10","Hyderabad, Telangana","AICTE, NBA","₹45 K / yr BE/B.Tech - avg fe...",,"3.8 / 5 11 reviews"
"BP Poddar Institute of Management and Technology, Kolkata","5.2/10","Kolkata, West Bengal","AICTE","₹1.64 L / yr BE/B.Tech - avg fe...",,""
"BRCM College of Engineering and Technology - [BRCMCET], Bhiwani","5.2/10","Bhiwani, Haryana","AICTE","₹78.8 K / yr BE/B.Tech - avg fe...",,"3.8 / 5 14 reviews"
"Baba Kuma Singh Ji Engineering College, Amritsar","5.2/10","Amritsar, Punjab","AICTE","₹35.5 K / yr BE/B.Tech - avg fe...",,
"Babaria Institute of Technology-[BITS], Vadodara","5.2/10","Vadodara, Gujarat","AICTE","₹96 K / yr BE/B.Tech - avg fe...",,"3.7 / 5 15 reviews"
"Balaji Institute of Engineering and Sciences - [BIES], Warangal","5.2/10","Warangal, Telangana","AICTE","₹63.8 K / yr BE/B.Tech - avg fe...",,"3.1 / 5 2 reviews"
"Balaji Institute of Technology and Science - [BITS], Warangal","5.2/10","Warangal, Telangana","AICTE","₹40 K / yr BE/B.Tech - avg fe...",,"3.4 / 5 7 reviews"
"Ballari Institute of Technology and Management - [BITM], Bellary","5.2/10","Bellary, Karnataka","AICTE, NBA","₹72 K / yr BE/B.Tech - avg fe...",,"4 / 5 7 reviews"
"Bansal College of Engineering - [BCE], Bhopal","5.2/10","Bhopal, Madhya Pradesh","AICTE","₹55 K / yr BE/B.Tech - avg fe...",,""
"Bapuji Institute of Engineering and Technology - [BIET], Davanagere","5.2/10","Davanagere, Karnataka","AICTE, UGC, NBA","₹76.6 K / yr BE/B.Tech - avg fe...",,"3.9 / 5 37 reviews"
"Bapurao Deshmukh College of Engineering - [BDCE], Wardha","5.2/10","Wardha, Maharashtra","AICTE","₹85 K / yr BE/B.Tech - avg fe...",,"1.8 / 5 6 reviews"
"Beant College of Engineering & Technology - [BCET], Amritsar","5.2/10","Amritsar, Punjab","AICTE, NBA","₹1.09 L / yr BE/B.Tech - avg fe...",,"3.3 / 5 11 reviews"
"Bearys Institute of Technology-[BIT], Mangalore","5.2/10","Mangalore, Karnataka","AICTE","₹55 K / yr BE/B.Tech - avg fe...",,"3.3 / 5 9 reviews"
"Bhagwan Parshuram College of Engineering, Sonepat","5.2/10","Sonepat, Haryana","AICTE","₹73.4 K / yr BE/B.Tech - avg fe...",,"3 / 5 1 reviews"
"Bharat Institute of Engineering and Technology - [BIET] Ibrahimpatanam, Rangareddi","5.2/10","Rangareddi, Telangana","AICTE, NBA","₹67 K / yr BE/B.Tech - avg fe...",,"3.6 / 5 14 reviews"
"Bhutta College of Engineering and Technology - [BCET], Ludhiana","5.2/10","Ludhiana, Punjab","AICTE","₹78.4 K / yr BE/B.Tech - avg fe...",,""
"Birla Institute of Applied Science, Nainital","5.2/10","Nainital, Uttarakhand","AICTE","₹1.6 L / yr BE/B.Tech - avg fe...",,""
"Bonam Venkata Chalamayya Engineering College, East Godavari","5.2/10","East Godavari, Andhra Pradesh","AICTE, NAAC, NBA","₹66 K / yr BE/B.Tech - avg fe...",,"3.3 / 5 17 reviews"
"Brindavan Institute of Technology and Science - [BITS], Kurnool","5.2/10","Kurnool, Andhra Pradesh","AICTE","₹54 K / yr BE/B.Tech - avg fe...",,""
"C Abdul Hakeem College of Engineering and Technology - [CAHCET], Vellore","5.2/10","Vellore, Tamil Nadu","UGC, NBA, NAAC-A","₹29.2 K / yr BE/B.Tech - avg fe...",,"3.6 / 5 5 reviews"
"CBS Group of Institutions, Jhajjar","5.2/10","Jhajjar, Haryana","AICTE","₹67.8 K / yr BE/B.Tech - avg fe...",,"3.1 / 5 13 reviews"
"CMR Institute of Technology - [CMRIT], Bangalore","5.2/10","Bangalore, Karnataka","AICTE, NBA","₹70 K / yr BE/B.Tech - avg fe...",,"3.8 / 5 29 reviews"
"Cambridge Engineering College - [CEC], Fatehgarh Sahib","5.2/10","Fatehgarh Sahib, Punjab","AICTE","₹30 K / yr BE/B.Tech - avg fe...",,
"Central College of Engineering and Management - [CCEM], Raipur","5.2/10","Raipur, Chhattisgarh","AICTE","₹70.6 K / yr BE/B.Tech - avg fe...",,"2.4 / 5 1 reviews"
"Chadalawada Ramanamma Engineering College - [CREC], Tirupati","5.2/10","Tirupati, Andhra Pradesh","AICTE, NBA, NAAC-A","₹63 K / yr BE/B.Tech - avg fe...",,"3.3 / 5 7 reviews"
"Chaitanya Engineering College - [CEC], Visakhapatnam","5.2/10","Visakhapatnam, Andhra Pradesh","AICTE, NAAC, NBA","₹35 K / yr BE/B.Tech - avg fe...",,"3 / 5 31 reviews"
"Chettinad College of Engineering and Technology - [CCET], Karur","5.2/10","Karur, Tamil Nadu","AICTE","₹40 K / yr BE/B.Tech - avg fe...",,"3.8 / 5 2 reviews"
"Co-operative Institute of Technology - [CITV], Vadakara","5.2/10","Vadakara, Kerala","AICTE","₹35 K / yr BE/B.Tech - avg fe...",,""
"Coimbatore Institute of Engineering and Technology - [CIET], Coimbatore","5.2/10","Coimbatore, Tamil Nadu","AICTE, NAAC-A","₹73 K / yr BE/B.Tech - avg fe...",,"3.6 / 5 29 reviews"
"College of Engineering - [CEB], Bhubaneswar","5.2/10","Bhubaneswar, Orissa","AICTE","₹59 K / yr BE/B.Tech - avg fe...",,"3.3 / 5 16 reviews"
"College of Engineering & Management, Kapurthala","5.2/10","Kapurthala, Punjab","AICTE","₹39.8 K / yr BE/B.Tech - avg fe...",,""
"College of Engineering Trikaripur, Kasaragod","5.2/10","Kasaragod, Kerala","AICTE","₹44.5 K / yr BE/B.Tech - avg fe...",,
"Columbia Institute of Engineering and Technology - [CIET], Raipur","5.2/10","Raipur, Chhattisgarh","AICTE","₹68.2 K / yr BE/B.Tech - avg fe...",,"4.3 / 5 2 reviews"
"DAV College of Engineering and Technology, Mahendragarh","5.2/10","Mahendragarh, Haryana","AICTE","₹64.5 K / yr BE/B.Tech - avg fe...",,""
"DKTE Society's Textile and Engineering Institute, Kolhapur","5.2/10","Kolhapur, Maharashtra","AICTE, NBA","₹93 K / yr BE/B.Tech - avg fe...",,"3.8 / 5 18 reviews"
"DNR College of Engineering and Technology - [DNRECT], Bhimavaram","5.2/10","Bhimavaram, Andhra Pradesh","AICTE","₹31 K / yr BE/B.Tech - avg fe...",,"1.1 / 5 1 reviews"
"DRK College of Engineering and Technology - [DRKCET], Hyderabad","5.2/10","Hyderabad, Telangana","AICTE","₹37 K / yr BE/B.Tech - avg fe...",,"2.6 / 5 4 reviews"
"DY Patil College of Engineering and Technology - [DYPCET], Kolhapur","5.2/10","Kolhapur, Maharashtra","AICTE, NBA","₹66.8 K / yr BE/B.Tech - avg fe...",,"3.5 / 5 6 reviews"
"Dadi Institute of Engineering and Technology - [DIET], Visakhapatnam","5.2/10","Visakhapatnam, Andhra Pradesh","AICTE","₹50 K / yr BE/B.Tech - avg fe...",,"3.3 / 5 7 reviews"
"Darsh Institute of Engineering and Technology, Sonepat","5.2/10","Sonepat, Haryana","AICTE","₹50 K / yr BE/B.Tech - avg fe...",,
"Dayananda Sagar Academy of Technology and Management - [DSATM], Bangalore","5.2/10","Bangalore, Karnataka","AICTE","₹49.5 K / yr BE/B.Tech - avg fe...",,""
"Deep Institute of Engineering and Technology, Gurgaon","5.2/10","Gurgaon, Haryana","AICTE","₹40 K / yr BE/B.Tech - avg fe...",,
"Delhi Engineering College, Faridabad","5.2/10","Faridabad, Haryana","AICTE","₹50 K / yr BE/B.Tech - avg fe...",,
